time,type,x,y
2025-07-08 17:57:27, realtime,362.02,322.30
2025-07-08 17:57:27, realtime,378.51,319.60
2025-07-08 17:57:28, realtime,362.02,323.04
2025-07-08 17:57:28, realtime,378.62,320.48
2025-07-08 17:57:29, realtime,362.04,323.35
2025-07-08 17:57:29, realtime,378.77,321.02
2025-07-08 17:57:31, realtime,362.38,324.21
2025-07-08 17:57:31, realtime,379.17,321.79
2025-07-08 17:57:32, realtime,362.65,324.52
2025-07-08 17:57:32, realtime,379.11,322.48
2025-07-08 17:57:33, realtime,362.97,325.35
2025-07-08 17:57:33, realtime,379.13,323.25
2025-07-08 17:57:34, realtime,362.81,326.60
2025-07-08 17:57:34, realtime,379.15,323.86
2025-07-08 17:57:35, realtime,362.52,327.90
2025-07-08 17:57:35, realtime,379.12,324.95
2025-07-08 17:57:36, realtime,362.93,329.27
2025-07-08 17:57:36, realtime,379.05,325.82
2025-07-08 17:57:37, realtime,362.82,330.08
2025-07-08 17:57:37, realtime,379.11,326.89
2025-07-08 17:57:39, realtime,362.72,330.08
2025-07-08 17:57:39, realtime,379.10,328.02
2025-07-08 17:57:40, realtime,362.61,332.89
2025-07-08 17:57:40, realtime,379.21,329.37
2025-07-08 17:57:41, realtime,362.44,333.80
2025-07-08 17:57:41, realtime,380.18,331.21
2025-07-08 17:57:41, predict,362.44,333.80
2025-07-08 17:57:41, predict,380.18,331.21
2025-07-08 17:57:42, realtime,362.56,334.72
2025-07-08 17:57:42, realtime,379.70,331.71
2025-07-08 17:57:42, predict,362.56,334.72
2025-07-08 17:57:43, predict,379.70,331.71
2025-07-08 17:57:43, realtime,379.83,332.58
2025-07-08 17:57:43, realtime,362.82,335.60
2025-07-08 17:57:43, predict,379.83,332.58
2025-07-08 17:57:44, predict,362.82,335.60
2025-07-08 17:57:44, realtime,379.99,333.61
2025-07-08 17:57:44, realtime,363.24,336.27
2025-07-08 17:57:44, predict,379.99,333.61
2025-07-08 17:57:45, predict,363.24,336.27
2025-07-08 17:57:45, realtime,362.57,336.95
2025-07-08 17:57:45, realtime,380.28,334.39
2025-07-08 17:57:45, predict,362.57,336.95
2025-07-08 17:57:46, predict,380.28,334.39
2025-07-08 17:57:46, realtime,380.70,334.97
2025-07-08 17:57:46, realtime,362.76,337.56
2025-07-08 17:57:46, predict,380.70,334.97
2025-07-08 17:57:47, predict,362.76,337.56
2025-07-08 17:57:47, realtime,362.94,338.92
2025-07-08 17:57:47, realtime,380.63,335.06
2025-07-08 17:57:48, predict,362.94,338.92
2025-07-08 17:57:48, predict,380.63,335.06
2025-07-08 17:57:48, realtime,362.67,340.09
2025-07-08 17:57:48, realtime,380.80,337.08
2025-07-08 17:57:49, predict,362.67,340.09
2025-07-08 17:57:49, predict,380.80,337.08
2025-07-08 17:57:49, realtime,362.33,340.54
2025-07-08 17:57:49, realtime,380.75,337.94
2025-07-08 17:57:50, predict,362.33,340.54
2025-07-08 17:57:50, predict,380.75,337.94
2025-07-08 17:57:50, predict,333.13,267.53
2025-07-08 17:57:51, realtime,361.92,341.19
2025-07-08 17:57:51, realtime,380.90,338.86
2025-07-08 17:57:51, predict,361.92,341.19
2025-07-08 17:57:51, predict,380.90,338.86
2025-07-08 17:57:52, predict,331.58,268.52
2025-07-08 17:57:52, realtime,362.49,343.62
2025-07-08 17:57:52, realtime,381.16,339.85
2025-07-08 17:57:53, predict,362.49,343.62
2025-07-08 17:57:53, predict,381.16,339.85
2025-07-08 17:57:53, predict,330.17,269.99
2025-07-08 17:57:54, realtime,363.20,344.67
2025-07-08 17:57:54, realtime,381.60,341.36
2025-07-08 17:57:54, predict,363.20,344.67
2025-07-08 17:57:54, predict,381.60,341.36
2025-07-08 17:57:55, predict,328.30,271.07
2025-07-08 17:57:55, realtime,363.17,345.28
2025-07-08 17:57:55, realtime,381.76,342.33
2025-07-08 17:57:55, predict,363.17,345.28
2025-07-08 17:57:56, predict,381.76,342.33
2025-07-08 17:57:56, predict,327.64,271.71
2025-07-08 17:57:57, realtime,381.75,343.35
2025-07-08 17:57:57, realtime,363.44,345.82
2025-07-08 17:57:57, predict,381.75,343.35
2025-07-08 17:57:57, predict,363.44,345.82
2025-07-08 17:57:58, predict,326.38,272.96
2025-07-08 17:57:58, realtime,362.75,346.72
2025-07-08 17:57:58, realtime,381.57,344.10
2025-07-08 17:57:58, predict,362.75,346.72
2025-07-08 17:57:59, predict,381.57,344.10
2025-07-08 17:57:59, predict,324.90,275.09
2025-07-08 17:58:00, realtime,362.92,348.70
2025-07-08 17:58:00, realtime,381.95,345.71
2025-07-08 17:58:00, predict,362.92,348.70
2025-07-08 17:58:00, predict,381.95,345.71
2025-07-08 17:58:01, predict,322.40,276.98
2025-07-08 17:58:01, realtime,362.74,349.64
2025-07-08 17:58:01, realtime,381.73,346.35
2025-07-08 17:58:01, predict,362.74,349.64
2025-07-08 17:58:02, predict,381.73,346.35
2025-07-08 17:58:02, predict,320.83,278.47
2025-07-08 17:58:03, realtime,362.59,350.64
2025-07-08 17:58:03, realtime,381.63,347.37
2025-07-08 17:58:03, predict,362.59,350.64
2025-07-08 17:58:03, predict,381.63,347.37
2025-07-08 17:58:04, predict,319.51,279.91
2025-07-08 17:58:04, realtime,362.42,351.61
2025-07-08 17:58:04, realtime,381.79,348.15
2025-07-08 17:58:04, predict,362.42,351.61
2025-07-08 17:58:05, predict,381.79,348.15
2025-07-08 17:58:05, predict,318.40,281.86
2025-07-08 17:58:06, realtime,363.15,354.11
2025-07-08 17:58:06, realtime,381.75,350.35
2025-07-08 17:58:06, predict,363.15,354.11
2025-07-08 17:58:06, predict,381.75,350.35
2025-07-08 17:58:07, predict,316.09,284.05
2025-07-08 17:58:07, realtime,362.99,355.51
2025-07-08 17:58:07, realtime,381.74,351.72
2025-07-08 17:58:08, predict,362.99,355.51
2025-07-08 17:58:08, predict,381.74,351.72
2025-07-08 17:58:08, predict,314.63,284.80
2025-07-08 17:58:09, realtime,362.99,356.93
2025-07-08 17:58:09, realtime,381.80,352.52
2025-07-08 17:58:09, predict,362.99,356.93
2025-07-08 17:58:10, predict,381.80,352.52
2025-07-08 17:58:10, predict,313.05,287.63
2025-07-08 17:58:10, realtime,362.78,357.48
2025-07-08 17:58:10, realtime,382.15,353.39
2025-07-08 17:58:11, predict,362.78,357.48
2025-07-08 17:58:11, predict,382.15,353.39
2025-07-08 17:58:11, predict,311.39,288.48
2025-07-08 17:58:12, realtime,362.79,359.03
2025-07-08 17:58:12, realtime,382.49,355.69
2025-07-08 17:58:12, predict,362.79,359.03
2025-07-08 17:58:13, predict,382.49,355.69
2025-07-08 17:58:13, predict,309.18,289.86
2025-07-08 17:58:14, predict,362.60,360.18
2025-07-08 17:58:14, predict,382.48,356.79
2025-07-08 17:58:15, predict,308.25,291.96
2025-07-08 17:58:15, predict,362.48,361.23
2025-07-08 17:58:16, predict,382.87,357.64
2025-07-08 17:58:16, predict,306.95,293.33
2025-07-08 17:58:17, predict,362.22,362.08
2025-07-08 17:58:18, predict,382.80,358.53
2025-07-08 17:58:18, predict,305.72,294.44
2025-07-08 17:58:19, predict,362.65,364.79
2025-07-08 17:58:19, predict,382.99,361.09
2025-07-08 17:58:19, predict,301.76,298.02
2025-07-08 17:58:20, predict,362.57,366.13
2025-07-08 17:58:21, predict,383.19,362.32
2025-07-08 17:58:21, predict,300.48,299.52
2025-07-08 17:58:22, predict,362.49,367.16
2025-07-08 17:58:22, predict,383.28,363.27
2025-07-08 17:58:22, predict,298.98,301.44
2025-07-08 17:58:23, predict,362.31,368.36
2025-07-08 17:58:24, predict,383.70,364.83
2025-07-08 17:58:24, predict,298.22,302.89
2025-07-08 17:58:25, predict,362.47,369.67
2025-07-08 17:58:25, predict,384.06,366.55
2025-07-08 17:58:26, predict,293.71,306.53
2025-07-08 17:58:26, predict,362.56,370.96
2025-07-08 17:58:27, predict,383.66,367.39
2025-07-08 17:58:27, predict,292.38,308.90
2025-07-08 17:59:17, predict,217.23,402.88
2025-07-08 17:59:18, predict,354.08,405.48
2025-07-08 17:59:18, predict,386.43,403.81
2025-07-08 17:59:19, predict,183.24,421.89
2025-07-08 17:59:20, predict,214.52,405.41
2025-07-08 17:59:21, predict,353.75,405.54
2025-07-08 17:59:21, predict,386.18,404.61
2025-07-08 17:59:22, predict,354.86,407.84
2025-07-08 17:59:23, predict,387.09,406.03
2025-07-08 17:59:23, predict,208.39,409.46
2025-07-08 17:59:24, predict,354.51,408.44
2025-07-08 17:59:25, predict,387.34,406.91
2025-07-08 17:59:25, predict,205.70,411.62
2025-07-08 17:59:34, predict,389.39,411.50
2025-07-08 17:59:35, predict,353.28,413.06
2025-07-08 17:59:36, predict,384.58,422.27
2025-07-09 09:52:18, predict,355.53,263.21
2025-07-09 09:52:19, predict,373.45,263.86
2025-07-09 09:52:22, predict,355.45,262.82
2025-07-09 09:52:23, predict,373.88,263.32
2025-07-09 09:52:24, predict,133.70,315.88
2025-07-09 09:52:25, predict,355.49,262.73
2025-07-09 09:52:26, predict,373.85,263.27
2025-07-09 09:52:26, predict,131.98,315.49
2025-07-09 09:52:28, predict,355.52,262.74
2025-07-09 09:52:28, predict,373.91,263.32
2025-07-09 09:52:29, predict,132.54,315.73
2025-07-09 09:52:30, predict,355.64,262.54
2025-07-09 09:52:31, predict,373.98,263.34
2025-07-09 09:52:31, predict,131.46,314.11
2025-07-09 09:52:33, predict,355.79,262.34
2025-07-09 09:52:33, predict,374.32,263.31
2025-07-09 09:52:34, predict,129.98,312.11
2025-07-09 09:52:35, predict,128.96,302.31
2025-07-09 09:52:36, predict,355.82,262.61
2025-07-09 09:52:36, predict,374.41,263.37
2025-07-09 09:52:37, predict,128.57,311.26
2025-07-09 09:52:38, predict,128.07,305.98
2025-07-09 09:52:39, predict,355.98,262.50
2025-07-09 09:52:40, predict,374.54,263.38
2025-07-09 09:52:41, predict,126.50,310.11
2025-07-09 09:52:42, predict,356.12,262.57
2025-07-09 09:52:43, predict,374.69,263.48
2025-07-09 09:52:44, predict,123.70,309.47
2025-07-09 09:52:45, predict,126.45,310.23
2025-07-09 09:52:46, predict,356.08,262.99
2025-07-09 09:52:47, predict,374.86,263.57
2025-07-09 09:52:48, predict,123.59,309.44
2025-07-09 09:52:49, predict,356.19,262.85
2025-07-09 09:52:50, predict,375.03,263.48
2025-07-09 09:52:51, predict,121.53,308.83
2025-07-09 09:52:52, predict,356.04,263.12
2025-07-09 09:52:53, predict,375.26,263.68
2025-07-09 09:52:54, predict,120.96,307.96
2025-07-09 09:52:55, realtime,375.52,263.78
2025-07-09 09:52:55, predict,356.15,263.33
2025-07-09 09:52:56, predict,120.82,308.42
2025-07-09 09:52:57, predict,375.52,263.78
2025-07-09 09:52:58, realtime,375.88,263.75
2025-07-09 09:52:58, predict,356.37,263.37
2025-07-09 09:52:59, predict,375.88,263.75
2025-07-09 09:53:01, realtime,376.28,263.70
2025-07-09 09:53:04, predict,376.46,263.69
2025-07-09 09:53:05, predict,357.18,263.65
2025-07-09 09:53:06, predict,113.22,305.41
2025-07-09 09:53:10, predict,377.11,263.53
2025-07-09 09:53:11, predict,357.88,263.39
2025-07-09 09:53:13, predict,377.49,263.27
2025-07-09 09:53:14, predict,358.37,262.79
2025-07-09 09:53:15, predict,110.25,303.62
2025-07-09 09:53:16, predict,377.57,263.41
2025-07-09 09:53:17, predict,358.53,262.98
2025-07-09 09:53:18, predict,108.12,302.41
2025-07-09 09:53:19, predict,377.70,263.48
2025-07-09 09:53:20, predict,358.76,263.06
2025-07-09 09:53:21, predict,106.54,301.66
2025-07-09 09:53:22, predict,377.77,263.62
2025-07-09 09:53:23, predict,377.77,263.62
2025-07-09 09:53:23, predict,358.91,263.08
2025-07-09 09:53:24, predict,358.91,263.08
2025-07-09 09:53:24, predict,104.12,300.88
2025-07-09 09:53:24, predict,104.12,300.88
2025-07-09 09:53:25, predict,378.01,263.88
2025-07-09 09:53:26, predict,378.01,263.88
2025-07-09 09:53:26, predict,359.07,262.23
2025-07-09 09:53:27, predict,359.07,262.23
2025-07-09 09:53:27, predict,102.58,300.23
2025-07-09 09:53:27, predict,102.58,300.23
2025-07-09 09:53:29, predict,378.45,264.15
2025-07-09 09:53:29, predict,378.45,264.15
2025-07-09 09:53:29, predict,359.39,262.72
2025-07-09 09:53:30, predict,359.39,262.72
2025-07-09 09:53:30, predict,101.78,299.93
2025-07-09 09:53:31, realtime,378.75,264.41
2025-07-09 09:53:32, predict,378.75,264.41
2025-07-09 09:53:33, predict,359.75,263.43
2025-07-09 09:53:33, predict,100.75,299.50
2025-07-09 09:53:34, realtime,378.95,264.49
2025-07-09 09:53:35, predict,378.95,264.49
2025-07-09 09:53:36, predict,359.92,263.35
2025-07-09 09:53:36, predict,99.88,299.14
2025-07-09 09:53:37, realtime,378.91,264.71
2025-07-09 09:53:38, predict,378.91,264.71
2025-07-09 09:53:39, predict,95.68,298.73
2025-07-09 09:53:40, predict,360.21,263.15
2025-07-09 09:53:40, realtime,378.96,264.70
2025-07-09 09:53:41, predict,94.57,298.31
2025-07-09 09:53:42, predict,378.96,264.70
2025-07-09 09:53:43, predict,360.17,263.14
2025-07-09 09:53:43, realtime,379.03,264.84
2025-07-09 09:53:43, realtime,379.03,264.84
2025-07-09 09:53:44, predict,94.50,298.05
2025-07-09 09:53:45, predict,379.03,264.84
2025-07-09 09:53:46, predict,360.20,263.07
2025-07-09 09:53:46, realtime,379.06,264.85
2025-07-09 09:53:46, realtime,379.06,264.85
2025-07-09 09:53:47, predict,379.06,264.85
2025-07-09 09:53:48, predict,93.73,297.41
2025-07-09 09:53:49, predict,360.13,263.39
2025-07-09 09:53:49, realtime,379.27,264.70
2025-07-09 09:53:49, realtime,379.27,264.70
2025-07-09 09:53:50, predict,379.27,264.70
2025-07-09 09:53:51, predict,90.50,295.75
2025-07-09 09:53:52, predict,360.61,263.66
2025-07-09 09:53:52, realtime,379.51,264.86
2025-07-09 09:53:52, realtime,379.51,264.86
2025-07-09 09:53:53, predict,379.51,264.86
2025-07-09 09:53:54, predict,88.81,295.48
2025-07-09 09:53:55, predict,360.91,263.69
2025-07-09 09:53:55, realtime,379.74,264.72
2025-07-09 09:53:55, realtime,379.74,264.72
2025-07-09 09:53:56, predict,379.74,264.72
2025-07-09 09:53:57, predict,87.83,295.48
2025-07-09 09:53:58, predict,361.12,263.48
2025-07-09 09:53:58, realtime,379.19,264.36
2025-07-09 09:53:58, realtime,379.19,264.36
2025-07-09 09:54:00, predict,379.19,264.36
2025-07-09 09:54:01, predict,361.32,263.46
2025-07-09 09:54:01, realtime,379.50,263.63
2025-07-09 09:54:01, realtime,379.50,263.63
2025-07-09 09:54:04, realtime,379.74,263.63
2025-07-09 09:54:04, realtime,379.74,263.63
2025-07-09 09:54:07, realtime,379.97,263.74
2025-07-09 09:54:07, realtime,379.97,263.74
2025-07-09 09:54:11, realtime,380.11,263.74
2025-07-09 09:54:11, realtime,380.11,263.74
2025-07-09 09:54:14, realtime,380.47,263.89
2025-07-09 09:54:14, realtime,380.47,263.89
2025-07-09 09:54:17, realtime,380.60,263.60
2025-07-09 09:54:17, realtime,380.60,263.60
2025-07-09 09:54:21, realtime,380.83,263.49
2025-07-09 09:54:21, realtime,380.83,263.49
2025-07-09 09:54:24, realtime,381.42,263.58
2025-07-09 09:54:24, realtime,381.42,263.58
2025-07-09 09:54:24, realtime,381.42,263.58
2025-07-09 09:54:28, realtime,382.48,263.86
2025-07-09 09:54:28, realtime,382.48,263.86
2025-07-09 09:54:28, realtime,382.48,263.86
2025-07-09 09:54:31, realtime,382.61,263.71
2025-07-09 09:54:31, realtime,382.61,263.71
2025-07-09 09:54:31, realtime,382.61,263.71
2025-07-09 09:54:34, realtime,383.29,263.68
2025-07-09 09:54:34, realtime,383.29,263.68
2025-07-09 09:54:34, realtime,383.29,263.68
2025-07-09 09:54:38, realtime,383.69,263.84
2025-07-09 09:54:38, realtime,383.69,263.84
2025-07-09 09:54:38, realtime,383.69,263.84
2025-07-09 09:54:38, realtime,383.69,263.84
2025-07-09 09:54:41, realtime,384.25,263.78
2025-07-09 09:54:41, realtime,384.25,263.78
2025-07-09 09:54:41, realtime,384.25,263.78
2025-07-09 09:54:41, realtime,384.25,263.78
2025-07-09 09:54:44, realtime,384.64,263.58
2025-07-09 09:54:44, realtime,384.64,263.58
2025-07-09 09:54:44, realtime,384.64,263.58
2025-07-09 09:54:44, realtime,384.64,263.58
2025-07-09 09:54:44, predict,384.64,263.58
2025-07-09 09:54:45, predict,366.73,263.88
2025-07-09 09:54:46, predict,54.84,288.69
2025-07-09 09:54:47, realtime,384.98,263.66
2025-07-09 09:54:47, realtime,384.98,263.66
2025-07-09 09:54:47, realtime,384.98,263.66
2025-07-09 09:54:47, realtime,384.98,263.66
2025-07-09 09:54:48, predict,384.98,263.66
2025-07-09 09:54:49, predict,367.06,263.44
2025-07-09 09:54:50, predict,52.72,288.64
2025-07-09 09:54:50, realtime,385.54,263.77
2025-07-09 09:54:50, realtime,385.54,263.77
2025-07-09 09:54:50, realtime,385.54,263.77
2025-07-09 09:54:50, realtime,385.54,263.77
2025-07-09 09:54:51, predict,385.54,263.77
2025-07-09 09:54:52, predict,367.25,263.26
2025-07-09 09:54:53, predict,50.69,288.45
2025-07-09 09:54:54, realtime,386.11,263.45
2025-07-09 09:54:54, realtime,386.11,263.45
2025-07-09 09:54:54, realtime,386.11,263.45
2025-07-09 09:54:54, realtime,386.11,263.45
2025-07-09 09:54:54, predict,386.11,263.45
2025-07-09 09:54:55, predict,367.61,262.80
2025-07-09 09:54:56, predict,46.34,288.91
2025-07-09 09:54:57, realtime,386.31,263.67
2025-07-09 09:54:57, realtime,386.31,263.67
2025-07-09 09:54:57, realtime,386.31,263.67
2025-07-09 09:54:57, realtime,386.31,263.67
2025-07-09 09:54:57, predict,386.31,263.67
2025-07-09 09:54:58, predict,367.89,262.84
2025-07-09 09:54:59, predict,44.11,288.68
2025-07-09 09:55:00, realtime,386.50,263.71
2025-07-09 09:55:00, realtime,386.50,263.71
2025-07-09 09:55:00, realtime,386.50,263.71
2025-07-09 09:55:00, realtime,386.50,263.71
2025-07-09 09:55:01, predict,386.50,263.71
2025-07-09 09:55:02, predict,41.84,288.34
2025-07-09 09:55:03, predict,368.00,262.53
2025-07-09 09:55:03, realtime,386.65,263.58
2025-07-09 09:55:03, realtime,386.65,263.58
2025-07-09 09:55:03, realtime,386.65,263.58
2025-07-09 09:55:03, realtime,386.65,263.58
2025-07-09 09:55:04, predict,386.65,263.58
2025-07-09 09:55:05, predict,39.99,288.53
2025-07-09 09:55:06, predict,368.23,262.59
2025-07-09 09:55:07, realtime,387.01,263.93
2025-07-09 09:55:07, realtime,387.01,263.93
2025-07-09 09:55:07, realtime,387.01,263.93
2025-07-09 09:55:07, realtime,387.01,263.93
2025-07-09 09:55:07, predict,387.01,263.93
2025-07-09 09:55:08, predict,368.57,263.05
2025-07-09 09:55:09, predict,34.51,287.85
2025-07-09 09:55:10, realtime,387.16,264.01
2025-07-09 09:55:10, realtime,387.16,264.01
2025-07-09 09:55:10, realtime,387.16,264.01
2025-07-09 09:55:10, realtime,387.16,264.01
2025-07-09 09:55:11, predict,387.16,264.01
2025-07-09 09:55:12, predict,368.87,263.20
2025-07-09 09:55:13, predict,32.26,287.50
2025-07-09 09:55:14, realtime,387.40,264.09
2025-07-09 09:55:14, realtime,387.40,264.09
2025-07-09 09:55:14, realtime,387.40,264.09
2025-07-09 09:55:14, realtime,387.40,264.09
2025-07-09 09:55:14, predict,387.40,264.09
2025-07-09 09:55:15, predict,368.94,263.43
2025-07-09 09:55:16, predict,30.69,287.34
2025-07-09 09:55:17, realtime,387.55,264.25
2025-07-09 09:55:17, realtime,387.55,264.25
2025-07-09 09:55:17, realtime,387.55,264.25
2025-07-09 09:55:17, realtime,387.55,264.25
2025-07-09 09:55:17, realtime,387.55,264.25
2025-07-09 09:55:18, predict,387.55,264.25
2025-07-09 09:55:19, predict,369.05,264.53
2025-07-09 09:55:20, predict,28.77,287.67
2025-07-09 09:55:21, realtime,387.68,264.32
2025-07-09 09:55:21, realtime,387.68,264.32
2025-07-09 09:55:21, realtime,387.68,264.32
2025-07-09 09:55:21, realtime,387.68,264.32
2025-07-09 09:55:21, realtime,387.68,264.32
2025-07-09 09:55:21, predict,387.68,264.32
2025-07-09 09:55:23, predict,369.12,264.65
2025-07-09 09:55:24, predict,22.50,286.84
2025-07-09 09:55:25, realtime,387.90,264.88
2025-07-09 09:55:25, realtime,387.90,264.88
2025-07-09 09:55:25, realtime,387.90,264.88
2025-07-09 09:55:25, realtime,387.90,264.88
2025-07-09 09:55:25, realtime,387.90,264.88
2025-07-09 09:55:25, predict,387.90,264.88
2025-07-09 09:55:26, predict,369.25,264.63
2025-07-09 09:55:28, predict,20.86,287.47
2025-07-09 09:55:29, realtime,388.02,264.80
2025-07-09 09:55:29, realtime,388.02,264.80
2025-07-09 09:55:29, realtime,388.02,264.80
2025-07-09 09:55:29, realtime,388.02,264.80
2025-07-09 09:55:29, realtime,388.02,264.80
2025-07-09 09:55:29, predict,388.02,264.80
2025-07-09 09:55:30, predict,369.38,264.71
2025-07-09 09:55:32, realtime,388.06,264.97
2025-07-09 09:55:32, realtime,388.06,264.97
2025-07-09 09:55:32, realtime,388.06,264.97
2025-07-09 09:55:32, realtime,388.06,264.97
2025-07-09 09:55:32, realtime,388.06,264.97
2025-07-09 09:55:33, predict,388.06,264.97
2025-07-09 09:55:34, predict,369.53,265.00
2025-07-09 09:55:36, realtime,388.30,264.34
2025-07-09 09:55:36, realtime,388.30,264.34
2025-07-09 09:55:36, realtime,388.30,264.34
2025-07-09 09:55:36, realtime,388.30,264.34
2025-07-09 09:55:36, realtime,388.30,264.34
2025-07-09 09:55:37, predict,388.30,264.34
2025-07-09 09:55:38, predict,369.73,264.84
2025-07-09 09:55:40, realtime,388.39,263.96
2025-07-09 09:55:40, realtime,388.39,263.96
2025-07-09 09:55:40, realtime,388.39,263.96
2025-07-09 09:55:40, realtime,388.39,263.96
2025-07-09 09:55:40, realtime,388.39,263.96
2025-07-09 09:55:44, realtime,388.56,263.75
2025-07-09 09:55:44, realtime,388.56,263.75
2025-07-09 09:55:44, realtime,388.56,263.75
2025-07-09 09:55:44, realtime,388.56,263.75
2025-07-09 09:55:44, realtime,388.56,263.75
2025-07-09 09:55:44, predict,388.56,263.75
2025-07-09 09:55:48, realtime,389.06,263.33
2025-07-09 09:55:48, realtime,389.06,263.33
2025-07-09 09:55:48, realtime,389.06,263.33
2025-07-09 09:55:48, realtime,389.06,263.33
2025-07-09 09:55:48, realtime,389.06,263.33
2025-07-09 09:55:51, realtime,389.66,262.82
2025-07-09 09:55:51, realtime,389.66,262.82
2025-07-09 09:55:51, realtime,389.66,262.82
2025-07-09 09:55:51, realtime,389.66,262.82
2025-07-09 09:55:51, realtime,389.66,262.82
2025-07-09 09:55:55, realtime,389.65,262.79
2025-07-09 09:55:55, realtime,389.65,262.79
2025-07-09 09:55:55, realtime,389.65,262.79
2025-07-09 09:55:55, realtime,389.65,262.79
2025-07-09 09:55:55, realtime,389.65,262.79
2025-07-09 09:55:59, realtime,389.74,262.92
2025-07-09 09:55:59, realtime,389.74,262.92
2025-07-09 09:55:59, realtime,389.74,262.92
2025-07-09 09:55:59, realtime,389.74,262.92
2025-07-09 09:55:59, realtime,389.74,262.92
2025-07-09 09:55:59, predict,389.74,262.92
2025-07-09 09:56:01, predict,369.71,263.50
2025-07-09 09:56:02, realtime,389.67,262.93
2025-07-09 09:56:02, realtime,389.67,262.93
2025-07-09 09:56:02, realtime,389.67,262.93
2025-07-09 09:56:02, realtime,389.67,262.93
2025-07-09 09:56:02, realtime,389.67,262.93
2025-07-09 09:56:04, realtime,390.15,263.18
2025-07-09 09:56:04, realtime,390.15,263.18
2025-07-09 09:56:04, realtime,390.15,263.18
2025-07-09 09:56:04, realtime,390.15,263.18
2025-07-09 09:56:04, realtime,390.15,263.18
2025-07-09 09:56:05, predict,390.15,263.18
2025-07-09 09:56:06, predict,370.02,263.76
2025-07-09 09:56:07, realtime,390.47,263.26
2025-07-09 09:56:07, realtime,390.47,263.26
2025-07-09 09:56:07, realtime,390.47,263.26
2025-07-09 09:56:07, realtime,390.47,263.26
2025-07-09 09:56:07, realtime,390.47,263.26
2025-07-09 09:56:08, predict,390.47,263.26
2025-07-09 09:56:09, predict,370.15,263.64
2025-07-09 09:56:10, realtime,390.75,263.24
2025-07-09 09:56:10, realtime,390.75,263.24
2025-07-09 09:56:10, realtime,390.75,263.24
2025-07-09 09:56:10, realtime,390.75,263.24
2025-07-09 09:56:10, realtime,390.75,263.24
2025-07-09 09:56:10, predict,390.75,263.24
2025-07-09 09:56:11, predict,370.32,263.37
2025-07-09 09:56:13, realtime,390.91,263.55
2025-07-09 09:56:13, realtime,390.91,263.55
2025-07-09 09:56:13, realtime,390.91,263.55
2025-07-09 09:56:13, realtime,390.91,263.55
2025-07-09 09:56:13, realtime,390.91,263.55
2025-07-09 09:56:13, predict,390.91,263.55
2025-07-09 09:56:14, predict,370.54,263.47
2025-07-09 09:56:15, realtime,391.13,263.66
2025-07-09 09:56:15, realtime,391.13,263.66
2025-07-09 09:56:15, realtime,391.13,263.66
2025-07-09 09:56:15, realtime,391.13,263.66
2025-07-09 09:56:15, realtime,391.13,263.66
2025-07-09 09:56:16, predict,371.18,263.54
2025-07-09 09:56:17, predict,391.13,263.66
2025-07-09 09:56:18, realtime,391.32,263.69
2025-07-09 09:56:18, realtime,391.32,263.69
2025-07-09 09:56:18, realtime,391.32,263.69
2025-07-09 09:56:18, realtime,391.32,263.69
2025-07-09 09:56:18, realtime,391.32,263.69
2025-07-09 09:56:18, predict,371.34,263.75
2025-07-09 09:56:19, predict,391.32,263.69
2025-07-09 09:56:20, realtime,391.73,263.79
2025-07-09 09:56:20, realtime,391.73,263.79
2025-07-09 09:56:20, realtime,391.73,263.79
2025-07-09 09:56:20, realtime,391.73,263.79
2025-07-09 09:56:20, realtime,391.73,263.79
2025-07-09 09:56:21, predict,371.43,263.23
2025-07-09 09:56:22, predict,391.73,263.79
2025-07-09 09:56:23, realtime,390.31,263.58
2025-07-09 09:56:23, realtime,390.31,263.58
2025-07-09 09:56:23, realtime,390.31,263.58
2025-07-09 09:56:23, realtime,390.31,263.58
2025-07-09 09:56:26, realtime,391.90,263.36
2025-07-09 09:56:26, realtime,391.90,263.36
2025-07-09 09:56:26, realtime,391.90,263.36
2025-07-09 09:56:26, realtime,391.90,263.36
2025-07-09 09:56:26, realtime,391.90,263.36
2025-07-09 09:56:29, realtime,391.82,262.88
2025-07-09 09:56:29, realtime,391.82,262.88
2025-07-09 09:56:29, realtime,391.82,262.88
2025-07-09 09:56:29, realtime,391.82,262.88
2025-07-09 09:56:29, realtime,391.82,262.88
2025-07-09 09:56:32, realtime,391.82,262.41
2025-07-09 09:56:32, realtime,391.82,262.41
2025-07-09 09:56:32, realtime,391.82,262.41
2025-07-09 09:56:32, realtime,391.82,262.41
2025-07-09 09:56:32, realtime,391.82,262.41
2025-07-09 09:56:35, realtime,390.99,262.38
2025-07-09 09:56:35, realtime,390.99,262.38
2025-07-09 09:56:35, realtime,390.99,262.38
2025-07-09 09:56:35, realtime,390.99,262.38
2025-07-09 09:56:38, realtime,391.26,262.60
2025-07-09 09:56:38, realtime,391.26,262.60
2025-07-09 09:56:38, realtime,391.26,262.60
2025-07-09 09:56:38, realtime,391.26,262.60
2025-07-09 09:56:38, predict,372.47,261.21
2025-07-09 09:56:39, predict,391.26,262.60
2025-07-09 09:56:41, realtime,391.36,262.62
2025-07-09 09:56:41, realtime,391.36,262.62
2025-07-09 09:56:41, realtime,391.36,262.62
2025-07-09 09:56:41, realtime,391.36,262.62
