time,type,distance,person_x,person_y,forklift_x,forklift_y
2025-07-07 10:08:35,realtime,218.80,384.29,263.41,586.98,345.83
2025-07-07 10:08:35,predict,1495.09,384.29,263.41,625.30,276.17
2025-07-07 10:08:35,predict,1495.10,360.41,262.58,625.30,276.17
2025-07-07 10:08:36,realtime,218.60,384.11,263.52,586.40,346.39
2025-07-07 10:08:36,predict,1494.87,384.11,263.52,625.31,276.27
2025-07-07 10:08:36,predict,1494.89,360.07,262.40,625.31,276.27
2025-07-07 10:08:37,realtime,218.84,383.72,263.52,586.09,346.78
2025-07-07 10:08:37,predict,1494.58,383.72,263.52,625.34,276.32
2025-07-07 10:08:37,predict,1494.60,359.54,262.25,625.34,276.32
2025-07-07 10:08:38,realtime,219.37,382.89,263.50,585.57,347.43
2025-07-07 10:08:38,predict,1494.37,358.99,262.21,625.34,276.46
2025-07-07 10:08:38,predict,1494.35,382.89,263.50,625.34,276.46
2025-07-07 10:08:39,realtime,219.03,382.93,263.64,585.17,347.74
2025-07-07 10:08:39,predict,1494.11,358.78,262.56,625.20,276.02
2025-07-07 10:08:39,predict,1494.09,382.93,263.64,625.20,276.02
2025-07-07 10:08:40,realtime,219.37,382.47,263.68,584.99,347.98
2025-07-07 10:08:40,predict,1493.83,358.56,262.34,625.14,275.93
2025-07-07 10:08:40,predict,1493.81,382.47,263.68,625.14,275.93
2025-07-07 10:08:41,realtime,219.56,382.25,263.69,584.81,348.40
2025-07-07 10:08:41,predict,1493.64,358.14,262.34,625.10,275.97
2025-07-07 10:08:41,predict,1493.62,382.25,263.69,625.10,275.97
2025-07-07 10:08:42,realtime,219.26,381.91,263.95,584.34,348.21
2025-07-07 10:08:42,predict,1493.10,357.45,262.39,625.21,276.49
2025-07-07 10:08:42,predict,1493.08,381.91,263.95,625.21,276.49
2025-07-07 10:08:43,realtime,219.52,381.72,264.00,584.13,348.98
2025-07-07 10:08:43,predict,1493.42,357.18,262.59,625.24,276.89
2025-07-07 10:08:43,predict,1493.40,381.72,264.00,625.24,276.89
2025-07-07 10:08:44,realtime,219.60,381.47,264.09,583.67,349.76
2025-07-07 10:08:44,predict,1493.39,356.98,262.91,625.30,277.13
2025-07-07 10:08:44,predict,1493.37,381.47,264.09,625.30,277.13
2025-07-07 10:08:45,realtime,219.65,381.41,264.05,583.25,350.68
2025-07-07 10:08:45,predict,1493.27,356.81,262.82,625.18,276.75
2025-07-07 10:08:45,predict,1493.25,381.41,264.05,625.18,276.75
2025-07-07 10:08:46,realtime,220.00,381.26,264.09,583.05,351.72
2025-07-07 10:08:46,predict,1493.05,356.66,262.69,625.30,277.33
2025-07-07 10:08:47,predict,1493.03,381.26,264.09,625.30,277.33
2025-07-07 10:08:47,realtime,220.11,381.13,264.25,582.72,352.65
2025-07-07 10:08:47,predict,1492.81,356.65,262.93,625.27,277.54
2025-07-07 10:08:48,predict,1492.79,381.13,264.25,625.27,277.54
2025-07-07 10:08:48,realtime,220.03,380.98,264.52,582.27,353.36
2025-07-07 10:08:48,predict,1492.56,356.66,263.34,625.23,277.82
2025-07-07 10:08:49,predict,1492.55,380.98,264.52,625.23,277.82
2025-07-07 10:08:49,realtime,219.85,380.94,264.61,581.79,354.02
2025-07-07 10:08:49,predict,1492.33,356.74,263.64,625.17,278.05
2025-07-07 10:08:50,predict,1492.31,380.94,264.61,625.17,278.05
2025-07-07 10:08:50,realtime,219.77,380.89,264.96,581.52,354.66
2025-07-07 10:08:50,predict,1491.95,356.66,264.03,625.10,278.30
2025-07-07 10:08:51,predict,1491.93,380.89,264.96,625.10,278.30
2025-07-07 10:08:51,realtime,219.82,380.77,265.10,581.36,355.01
2025-07-07 10:08:51,predict,1491.64,356.58,264.20,625.09,278.45
2025-07-07 10:08:52,predict,1491.62,380.77,265.10,625.09,278.45
2025-07-07 10:08:52,realtime,219.88,380.65,265.09,581.19,355.27
2025-07-07 10:08:52,predict,1491.43,356.51,264.40,625.13,278.70
2025-07-07 10:08:53,predict,1491.41,380.65,265.09,625.13,278.70
2025-07-07 10:08:53,realtime,219.92,380.46,265.22,580.90,355.70
2025-07-07 10:08:53,predict,1491.26,356.49,264.48,624.91,278.43
2025-07-07 10:08:54,predict,1491.24,380.46,265.22,624.91,278.43
2025-07-07 10:08:54,realtime,220.29,380.00,265.18,580.66,356.06
2025-07-07 10:08:54,predict,1491.09,356.46,264.60,624.82,278.41
2025-07-07 10:08:55,predict,1491.07,380.00,265.18,624.82,278.41
2025-07-07 10:08:55,realtime,220.51,379.71,265.20,580.43,356.50
2025-07-07 10:08:55,predict,1491.02,356.44,264.75,624.98,278.94
2025-07-07 10:08:56,predict,1491.01,379.71,265.20,624.98,278.94
2025-07-07 10:08:56,realtime,220.88,379.41,264.97,580.24,356.92
2025-07-07 10:08:56,predict,1491.04,356.52,264.65,625.03,279.26
2025-07-07 10:08:57,predict,1491.02,379.41,264.97,625.03,279.26
2025-07-07 10:08:57,realtime,221.10,379.33,264.78,580.03,357.53
2025-07-07 10:08:57,predict,1491.15,356.57,264.62,625.05,279.48
2025-07-07 10:08:58,predict,1491.13,379.33,264.78,625.05,279.48
2025-07-07 10:08:58,realtime,221.34,379.06,265.32,579.91,358.32
2025-07-07 10:08:59,predict,1491.25,356.57,264.86,625.04,279.55
2025-07-07 10:08:59,predict,1491.23,379.06,265.32,625.04,279.55
2025-07-07 10:08:59,realtime,221.82,378.92,265.15,579.75,359.35
2025-07-07 10:09:00,predict,1491.43,356.60,264.92,625.03,279.79
2025-07-07 10:09:00,predict,1491.42,378.92,265.15,625.03,279.79
2025-07-07 10:09:00,realtime,222.54,378.66,264.79,579.66,360.32
2025-07-07 10:09:01,predict,1491.47,356.62,265.03,625.04,279.93
2025-07-07 10:09:01,predict,1491.46,378.66,264.79,625.04,279.93
2025-07-07 10:09:01,realtime,222.84,378.41,265.00,579.50,361.04
2025-07-07 10:09:02,predict,1491.43,356.61,265.31,625.07,280.07
2025-07-07 10:09:02,predict,1491.41,378.41,265.00,625.07,280.07
2025-07-07 10:09:02,realtime,223.39,377.41,266.25,579.41,361.63
2025-07-07 10:09:03,predict,1491.33,356.63,265.76,625.07,280.14
2025-07-07 10:09:03,predict,1491.31,377.41,266.25,625.07,280.14
2025-07-07 10:09:04,realtime,223.89,377.03,266.29,579.36,362.15
2025-07-07 10:09:04,predict,1491.28,356.57,266.13,625.07,280.19
2025-07-07 10:09:04,predict,1491.27,377.03,266.29,625.07,280.19
2025-07-07 10:09:05,realtime,224.05,376.74,266.78,579.32,362.50
2025-07-07 10:09:05,predict,1491.26,356.75,266.78,625.11,280.35
2025-07-07 10:09:05,predict,1491.25,376.74,266.78,625.11,280.35
2025-07-07 10:09:06,realtime,224.39,376.39,266.93,579.22,362.89
2025-07-07 10:09:06,predict,1491.29,356.82,266.95,625.11,280.56
2025-07-07 10:09:06,predict,1491.28,376.39,266.93,625.11,280.56
2025-07-07 10:09:07,realtime,224.78,375.77,267.25,579.00,363.28
2025-07-07 10:09:07,predict,1491.34,356.83,267.32,625.14,280.74
2025-07-07 10:09:07,predict,1491.33,375.77,267.25,625.14,280.74
2025-07-07 10:09:08,realtime,225.04,375.44,267.56,578.89,363.73
2025-07-07 10:09:08,predict,1491.16,356.82,267.66,625.21,280.82
2025-07-07 10:09:08,predict,1491.14,375.44,267.56,625.21,280.82
2025-07-07 10:09:09,realtime,225.19,375.25,267.66,578.75,364.10
2025-07-07 10:09:09,predict,1491.17,356.93,267.98,625.24,281.03
2025-07-07 10:09:09,predict,1491.16,375.25,267.66,625.24,281.03
2025-07-07 10:09:10,realtime,225.60,374.92,267.99,578.78,364.61
2025-07-07 10:09:10,predict,1491.03,357.08,268.29,625.26,281.15
2025-07-07 10:09:10,predict,1491.01,374.92,267.99,625.26,281.15
2025-07-07 10:09:11,realtime,226.93,374.02,267.10,578.65,365.20
2025-07-07 10:09:11,predict,1491.12,357.13,268.32,625.28,281.34
2025-07-07 10:09:11,predict,1491.11,374.02,267.10,625.28,281.34
2025-07-07 10:09:12,realtime,227.40,373.49,267.12,578.33,365.86
2025-07-07 10:09:12,predict,1491.07,357.10,268.77,625.29,281.59
2025-07-07 10:09:12,predict,1491.06,373.49,267.12,625.29,281.59
2025-07-07 10:09:13,realtime,227.57,373.18,267.16,577.92,366.50
2025-07-07 10:09:13,predict,1490.87,357.17,269.44,625.28,281.89
2025-07-07 10:09:13,predict,1490.86,373.18,267.16,625.28,281.89
2025-07-07 10:09:14,realtime,227.65,372.42,267.89,577.53,366.66
2025-07-07 10:09:14,predict,1490.84,357.21,269.85,625.58,282.06
2025-07-07 10:09:14,predict,1490.83,372.42,267.89,625.58,282.06
