timestamp,track_id,cx,cy
2025-06-26 10:13:09,1,517.3256720698798,382.2404268233627
2025-06-26 10:13:09,2,545.6211315286362,383.62959219753134
2025-06-26 10:13:09,4,113.16305314115716,528.6079613008991
2025-06-26 10:13:09,5,609.2721477339489,237.3405486114446
2025-06-26 10:13:10,1,517.6907599843399,382.5842696810684
2025-06-26 10:13:10,2,545.9704910394621,383.63507411781586
2025-06-26 10:13:10,4,116.63493342761086,527.3857163350215
2025-06-26 10:13:10,5,609.2128345314622,237.4788311940858
2025-06-26 10:13:10,6,143.6650292760752,540.6068175752247
2025-06-26 10:13:10,1,518.0101566036332,382.6684173735936
2025-06-26 10:13:10,2,546.1883279440815,383.54332466920664
2025-06-26 10:13:10,4,118.71693593725395,527.2193614731798
2025-06-26 10:13:10,5,609.2126863105209,237.54272047173447
2025-06-26 10:13:10,6,143.59889272639774,539.0464307394826
2025-06-26 10:13:11,1,518.2550357692674,382.6628694552052
2025-06-26 10:13:11,2,546.7663406644679,383.2474677357852
2025-06-26 10:13:11,4,120.77736250323662,527.2664863476989
2025-06-26 10:13:11,5,609.2026949329113,237.60671046948104
2025-06-26 10:13:11,6,145.70150452100657,539.0218648821688
2025-06-26 10:13:11,1,518.7450158673826,382.5351449481838
2025-06-26 10:13:11,2,547.0057201460388,383.20127672968897
2025-06-26 10:13:11,4,128.3193780783401,525.2378455695828
2025-06-26 10:13:11,5,609.2215965080211,237.8059826322768
2025-06-26 10:13:11,6,150.15047965043422,534.7583786082878
2025-06-26 10:13:11,1,519.1295631489639,382.3477916204698
2025-06-26 10:13:11,2,547.1778801746423,382.96323583142697
2025-06-26 10:13:11,4,132.2844948249885,524.6444187724452
2025-06-26 10:13:11,5,609.2596769245287,238.0204232736858
2025-06-26 10:13:11,6,151.43929760411794,532.581806883554
2025-06-26 10:13:11,1,519.4381148404046,382.01219765500576
2025-06-26 10:13:11,2,547.3899989707854,382.8866723241685
2025-06-26 10:13:11,4,134.10919883215132,523.8836245448132
2025-06-26 10:13:11,5,609.3109035583631,238.14143227533785
2025-06-26 10:13:11,6,154.5778815579141,531.0578788248913
2025-06-26 10:13:12,1,519.6430981906522,381.75160762387355
2025-06-26 10:13:12,2,547.482614517014,382.7736740531315
2025-06-26 10:13:12,4,135.73579036099596,523.0324156421628
2025-06-26 10:13:12,5,609.3511834297357,238.2434206713016
2025-06-26 10:13:12,6,157.88926475819574,529.9339966877023
2025-06-26 10:13:12,1,519.971188367332,381.51281890130616
2025-06-26 10:13:12,2,547.6909744242596,382.59716127501883
2025-06-26 10:13:12,4,138.69962199659832,521.6371607651471
2025-06-26 10:13:12,5,609.4158738221961,238.35127113217857
2025-06-26 10:13:12,6,162.41511369898654,528.0487769009682
2025-06-26 10:13:12,1,520.7304795803659,381.6543093865488
